Name,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Essentiality
YOL145C,6.78,0.65,6.04,10.03,3.62,3.16,2.14,5.39,10.49,12.53,1.86,6.87,2.14,4.64,4.09,7.34,4.36,3.06,0.93,3.9,0
YDL022W,8.18,2.56,4.35,8.44,3.84,8.7,3.07,6.91,5.63,8.18,1.53,4.86,3.58,3.32,3.32,6.14,4.35,8.95,1.53,2.56,0
YIL118W,6.49,3.46,5.63,7.36,3.46,6.49,1.3,6.49,5.63,8.66,1.73,9.09,2.16,2.16,3.46,10.39,6.06,6.49,0.87,2.6,1
YKR055W,4.47,2.06,5.15,6.19,3.09,5.84,1.72,6.19,6.19,10.31,1.72,5.84,6.53,2.06,4.47,10.65,7.9,5.5,0.69,3.44,0
YGL190C,4.94,0.95,7.22,5.89,5.51,4.75,2.85,7.03,7.22,6.84,1.71,10.27,2.47,3.04,4.18,11.03,5.89,4.18,1.14,2.85,0
YDR150W,5.97,1.09,6.19,11.14,2.11,2.29,3.13,4.59,10.41,11.61,1.93,6.3,3.49,3.02,2.44,10.12,4.95,4.8,0.29,4.15,0
YLR430W,6.01,1.39,5.96,6.19,4.57,3.9,1.88,6.54,8.43,9.46,1.88,6.5,4.84,3.77,4.93,9.41,4.93,5.74,0.85,2.82,1
YIL143C,6.88,1.19,7,7,4.03,5.69,2.37,6.29,6.17,7.59,2.85,4.51,4.03,5.1,5.81,7.83,4.86,6.41,0.71,3.68,1
YJL031C,3.36,0.61,5.2,10.09,2.75,1.83,2.45,9.48,9.48,11.01,2.14,6.73,1.83,4.59,5.5,5.2,3.67,5.2,3.67,5.2,1
YFR028C,6.72,1.27,5.63,5.08,5.08,6.53,3.27,6.17,5.44,7.62,1.63,7.99,4.9,3.81,5.63,7.99,5.26,5.44,0.73,3.81,1
YKL148C,9.53,1.72,5.62,5.94,2.97,9.06,4.06,4.84,5.31,7.97,2.34,3.59,3.59,2.97,6.09,6.25,7.5,6.25,1.09,3.28,0
YBR126C,4.65,0.81,4.85,7.07,4.85,6.26,3.03,6.06,6.46,9.29,1.62,6.06,3.84,3.64,3.03,7.88,5.25,9.09,2.02,4.24,0
YHR030C,5.99,1.86,6.82,6.82,5.17,4.96,2.69,5.37,5.37,9.92,2.48,4.75,5.37,9.5,4.34,5.17,3.72,5.17,0.62,3.93,0
YPL259C,4.63,1.05,6.11,5.68,3.58,3.79,1.89,9.05,9.47,9.05,1.89,5.89,5.47,3.16,3.58,8.84,6.32,5.68,0.84,4,0
YDR028C,5.52,0.3,10.06,6.61,1.68,4.14,3.25,3.55,6.8,5.82,1.58,10.45,4.24,3.45,3.85,14.69,4.64,5.33,0.79,3.25,0
YDR463W,4.43,2.12,4.82,6.55,4.43,4.82,3.28,6.36,7.51,5.97,1.73,7.13,5.78,5.01,3.85,12.14,6.55,4.24,0,3.28,0
YNR016C,7.03,0.54,5.51,7.75,4.12,6.67,2.37,7.21,6.14,8.91,2.24,4.57,4.7,3.58,5.46,6.99,5.06,7.03,1.07,3.05,1
YNL248C,6.51,0.24,5.78,6.51,3.86,4.1,0.72,6.99,10.6,9.88,1.2,4.1,5.54,3.61,5.78,9.64,4.82,6.75,0,3.37,0
YGL130W,3.7,1.74,7.41,7.19,4.58,5.01,1.74,3.49,7.63,10.89,2.83,5.01,6.75,4.58,5.01,6.54,4.58,6.54,1.53,3.27,1
YJL095W,4.6,0.41,5.21,5.14,3.92,3.52,2.03,4.94,9.68,7.44,1.83,6.16,6.9,2.91,3.99,15.97,7.58,4.33,0.88,2.57,0
YBR215W,6.24,0,5.76,7.04,1.6,4.64,1.28,5.44,12.64,6.72,1.6,8.8,5.6,2.4,2.4,14.08,8.8,3.36,0.16,1.44,0
YPR135W,6.04,1.29,7.23,7.34,4.53,4.96,2.59,6.15,6.9,9.71,2.05,6.26,3.99,2.8,3.34,9.17,5.61,5.39,1.19,3.45,0
YOR124C,4.09,1.02,7.23,8.18,4.25,3.77,1.89,6.92,7.23,10.61,1.26,6.6,3.93,4.09,4.32,7.94,6.37,4.95,0.55,4.8,0
YER151C,5.7,0.66,5.26,6.69,2.96,4.71,3.18,6.14,9.54,6.25,2.19,8.11,5.26,4.17,2.52,11.73,6.14,4.28,0.55,3.95,0
YLR038C,6.02,4.82,10.84,4.82,6.02,4.82,3.61,3.61,8.43,3.61,2.41,6.02,4.82,7.23,2.41,3.61,3.61,4.82,4.82,3.61,0
YNL239W,5.18,0.62,6.42,5.18,4.14,3.73,1.66,5.18,8.28,12.22,2.48,5.18,4.55,4.35,4.76,8.07,6.42,5.8,1.45,4.35,0
YDR432W,5.07,0.24,4.35,10.14,4.59,14.98,2.66,2.17,1.93,3.86,1.21,3.38,12.32,5.07,9.18,7,2.42,4.35,0.24,4.83,1
YAL054C,7.85,0.98,6.73,5.33,3.65,7.01,2.81,6.17,6.59,8.13,1.12,3.23,5.61,3.09,4.21,7.15,6.59,7.71,1.68,4.35,0
YDR077W,7.1,1.78,2.37,6.51,1.48,4.73,0.3,2.66,2.37,4.44,0.59,4.14,9.76,0.59,0,12.43,29.29,6.51,0,2.96,0
YLR026C,5.88,0,4.71,7.65,4.71,3.24,1.18,5.29,7.35,9.12,2.35,10,1.76,8.82,4.71,10,4.71,6.18,0.88,1.47,1
YLR244C,5.43,3.62,5.17,6.46,2.33,6.72,3.62,5.68,8.53,6.2,2.07,5.17,6.46,2.84,3.88,5.68,8.53,5.94,1.03,4.65,0
YNL199C,5.62,0.19,4.87,4.12,2.06,7.87,0.75,5.24,4.87,8.43,2.81,11.61,3.93,5.43,5.06,12.17,9.18,2.81,0.75,2.25,0
YIL022W,7.66,0.23,4.64,9.51,4.41,6.5,0.93,5.57,9.98,6.5,1.39,2.78,2.32,4.18,7.42,7.89,7.19,6.73,1.16,3.02,1
YDR039C,7.33,1.47,6.42,5.59,4.77,6.69,1.83,7.52,5.77,8.16,2.66,5.59,3.48,2.57,3.76,8.25,6.42,7.97,1.47,2.29,0
YOR233W,5.25,0.62,5.38,6.12,2.38,5.12,3.38,5.88,7.38,7.12,1.25,7.12,5.88,2.88,7.38,11,6.38,5.38,0.62,3.5,1
YGL048C,6.42,0.99,4.94,8.64,2.47,6.67,1.98,7.65,8.89,9.14,3.46,3.46,3.95,3.21,6.67,5.93,4.44,9.14,0,1.98,1
YKR080W,5.62,1.88,5.31,7.5,3.44,5.62,1.56,5.94,8.75,10.31,2.19,8.12,3.44,2.81,3.75,5,4.69,8.75,0.31,5,0
YNL167C,3.4,0.46,3.71,4.48,2.47,4.33,2.16,5.26,6.03,6.8,1.24,12.67,7.11,3.25,4.02,17,8.81,4.95,0,1.85,0
YGL172W,7.84,0.42,3.81,2.97,5.3,12.29,1.06,5.08,4.66,9.96,1.48,9.75,3.6,8.05,1.27,11.44,8.47,1.48,0,1.06,1
YKR003W,4.46,0.67,6.92,6.7,4.69,5.13,2.68,7.14,10.27,7.81,2.23,3.57,6.7,5.13,4.24,7.37,4.02,4.91,1.12,4.24,0
YKR007W,7.07,1.09,6.52,9.78,1.63,7.07,3.26,4.89,4.89,9.24,1.63,7.07,3.26,8.15,4.89,9.78,5.43,3.26,0,1.09,0
YKR009C,8.78,0.67,4.33,5.67,5,8,2,6.22,8.56,8.56,1.33,5.44,4.33,3.11,3.11,6.44,6.22,7.89,1.11,3.22,0
YIR026C,5.22,2.47,5.49,6.59,5.49,6.04,2.75,6.32,8.52,7.69,2.47,4.4,5.22,4.67,4.4,9.07,3.3,6.04,1.1,2.75,0
YGR074W,5.48,0,4.79,1.37,1.37,6.16,0,6.85,6.85,14.38,2.05,9.59,5.48,7.53,8.22,7.53,6.16,4.11,0.68,1.37,1
YML073C,9.09,0,2.84,7.39,3.98,3.98,1.14,3.41,15.34,10.8,1.14,4.55,5.11,3.41,5.68,5.11,3.98,9.66,0.57,2.84,0
YDR448W,5.76,2.76,5.76,9.45,4.15,4.38,2.76,5.99,6.91,8.99,2.07,4.84,5.07,5.07,7.14,7.14,3.23,3,0.92,4.61,0
YKR095W,3.47,0.43,6.03,14.61,1.71,1.33,1.12,5.6,12.16,12,1.33,8,1.44,6.83,4.59,9.01,5.23,3.52,0.27,1.33,0
YPL128C,4.98,1.07,5.69,5.34,4.45,5.16,1.96,6.05,6.05,11.57,1.42,8.01,4.98,5.16,4.09,10.68,6.76,3.38,1.07,2.14,1
YMR072W,6.56,0,4.37,7.65,3.83,2.19,1.64,6.01,14.21,9.84,1.09,4.37,6.01,7.1,4.92,8.74,2.73,1.64,1.09,6.01,0
YLR288C,3.8,2.11,6.54,7.81,2.53,6.75,2.74,8.23,4.85,8.23,2.95,6.54,3.59,2.74,5.49,8.65,6.96,5.91,1.05,2.53,0
YMR047C,6.74,0.36,2.16,3.05,6.56,14.02,0.63,3.14,5.03,5.75,1.35,12.22,4.31,9.88,1.71,10.69,8.54,2.61,0,1.26,1
YPL037C,13.38,0,7.01,7.01,3.82,6.37,2.55,3.82,11.46,8.92,1.91,5.73,3.82,8.28,1.27,4.46,3.18,6.37,0,0.64,0
YDR424C,5.43,0,8.7,4.35,5.43,6.52,3.26,7.61,13.04,7.61,1.09,3.26,2.17,2.17,1.09,5.43,7.61,8.7,1.09,5.43,0
YPL020C,3.7,0.81,7.25,6.6,4.19,4.19,1.45,6.28,10.79,7.73,1.93,7.41,3.22,3.38,7.25,9.34,5.64,3.7,1.29,3.86,1
YPL019C,4.43,0.24,7.07,7.07,5.27,3.35,1.68,5.75,8.74,10.78,0.84,7.31,4.79,3.47,5.27,8.38,4.31,6.23,1.2,3.83,0
YPL065W,6.2,0.41,8.26,6.61,4.13,1.65,2.48,9.5,8.26,10.74,0.83,7.44,1.65,4.55,2.89,8.26,7.85,4.13,0.41,3.72,0
YML091C,3.41,1.33,5.82,5.74,6.41,2.66,1.83,7.82,7.99,12.23,1.83,9.73,4.08,4.16,2.91,9.15,3.66,3.99,0.42,4.83,1
YDL212W,7.14,2.38,3.33,5.24,5.71,6.67,2.38,6.67,7.62,10.48,2.86,6.67,2.86,3.81,1.9,6.19,5.24,7.62,1.43,3.81,1
YPL063W,4.62,0.21,6.51,8.82,4.62,5.04,1.68,4.83,10.71,9.87,2.94,4.2,5.46,4.2,4.41,7.77,4.62,3.78,1.26,4.41,1
YPL058C,7.61,2.05,4.43,6.02,5.43,6.29,2.38,5.23,5.1,9,3.11,4.57,3.44,3.51,4.63,7.68,5.03,7.61,1.79,5.1,0
YOR048C,5.77,0.99,5.96,7.65,4.37,5.07,2.09,5.47,6.96,8.25,2.58,8.25,5.47,3.98,5.96,6.26,3.88,5.47,1.39,4.17,1
YGL213C,6.05,2.27,7.3,6.3,5.79,6.55,3.53,4.79,5.79,9.82,1.76,4.53,2.27,1.76,3.78,12.09,6.05,5.54,2.52,1.51,1
YOR047C,5.18,0.68,4.95,5.63,3.15,3.38,1.8,5.18,6.98,9.68,2.25,9.01,6.98,4.05,5.18,9.68,6.98,4.95,1.35,2.93,0
YMR149W,8.39,0.7,3.5,5.59,7.69,4.55,1.75,10.14,5.94,10.84,1.4,4.55,5.24,2.45,2.8,7.34,6.99,7.34,0.35,2.45,1
YPL051W,4.55,1.01,6.06,8.59,3.03,5.05,1.52,8.59,8.59,9.6,3.03,4.04,3.03,4.55,5.05,7.58,4.04,7.07,2.02,3.03,0
YOR018W,5.38,0.6,5.02,4.9,3.11,3.7,2.39,6.21,5.73,9.56,1.31,9.08,5.38,2.87,5.14,15.17,6.21,5.38,0.48,2.39,0
YNL189W,8.86,1.48,6.27,7.75,2.95,4.8,0.37,6.64,5.35,9.41,1.85,6.27,4.43,6.64,4.98,6.27,5.54,6.64,1.29,2.21,1
YPL100W,5.24,2.82,6.25,5.44,4.23,4.84,1.61,6.65,7.06,7.46,2.02,9.88,3.63,2.02,4.84,11.29,6.05,5.65,0.4,2.62,0
YPL096W,3.31,3.86,6.89,7.71,5.23,5.79,1.93,5.79,8.54,7.99,1.1,7.16,2.48,4.96,5.23,6.61,3.58,4.96,2.2,4.68,0
YPL093W,6.8,1.08,7.26,7.88,3.86,4.64,2.01,5.87,8.96,8.81,2.94,5.26,3.71,3.86,7.73,5.72,4.02,6.18,0.46,2.94,1
YPL087W,3.15,1.26,2.52,4.73,5.99,5.99,2.21,10.41,3.79,12.3,3.15,3.15,4.42,2.84,3.15,5.99,6.62,6.94,4.73,6.62,0
YPL086C,4.67,1.97,5.75,6.46,2.33,7.36,2.51,5.92,7.54,8.8,2.33,2.87,4.85,3.59,7.54,5.57,6.64,6.64,0.54,6.1,0
YPL126W,3.01,0.67,6.47,4.24,5.02,4.8,2.68,7.81,6.7,10.6,1.56,9.49,2.57,5.02,2.34,10.49,6.58,5.92,1.34,2.68,1
YPL122C,4.87,0.39,5.46,6.63,4.09,3.9,1.75,6.24,8.19,13.65,3.12,6.04,3.51,5.26,3.31,7.8,5.65,6.04,0.97,3.12,1
YPL120W,3.59,1.08,7,7.54,2.87,3.23,1.08,7,7.72,13.11,1.62,11.13,2.51,5.39,3.23,9.69,6.46,2.87,0.72,2.15,0
YPL118W,4.36,0,3.49,6.69,5.52,5.81,1.74,6.69,9.88,9.3,2.33,7.85,5.52,3.2,6.4,6.98,5.81,4.94,1.16,2.33,0
YPL139C,4.78,1.3,5.43,7.83,4.57,6.74,2.17,8.7,7.83,7.17,1.74,6.09,4.13,2.39,1.74,9.78,5.65,7.61,1.52,2.83,0
YLL050C,7.69,0.7,8.39,6.99,5.59,6.29,0.7,3.5,7.69,7.69,1.4,4.2,2.8,0.7,4.9,11.19,5.59,8.39,0.7,4.9,1
YPL049C,7.96,0.22,4.65,6.19,1.99,5.75,2.65,3.54,6.19,4.2,3.1,7.3,8.19,4.2,5.31,14.38,6.64,3.54,0.44,3.54,0
YPL046C,6.06,0,8.08,13.13,4.04,3.03,1.01,8.08,7.07,11.11,4.04,2.02,4.04,2.02,3.03,11.11,3.03,4.04,0,5.05,0
YPL038W,7.91,2.82,5.08,6.21,1.69,5.65,3.95,6.78,8.47,10.17,1.69,5.08,4.52,3.95,7.34,9.04,4.52,4.52,0,0.56,0
YML130C,5.51,2.49,7.64,6.04,6.57,4.09,1.07,6.04,7.99,8.7,1.78,8.7,2.49,3.2,4.09,6.39,6.57,4.97,1.95,3.73,1
YML127W,7.06,1.55,4.65,6.2,4.65,3.27,1.2,6.71,6.88,13.94,2.07,5.34,5.85,3.61,4.3,9.29,5.34,4.65,0.69,2.75,1
YMR096W,10.1,1.68,6.06,8.42,2.69,8.42,2.02,7.41,8.08,7.07,4.38,2.02,3.7,2.02,3.7,7.41,3.7,10.1,0.67,0.34,0
YMR100W,3.39,2.26,6.61,7.42,4.52,2.26,1.77,5.32,7.42,8.71,1.94,7.74,3.55,3.06,6.13,9.03,7.58,5.97,1.61,3.71,0
YDR091C,5.76,2.3,6.09,5.76,4.77,5.92,1.48,9.05,8.39,9.54,1.64,4.28,5.59,4.61,5.43,6.09,3.95,6.58,0.16,2.63,1
YDR457W,4.93,1.1,8.11,7.37,5.14,3.67,2.2,7.25,6.52,11.54,2.23,5.23,3.67,2.88,4.8,8.32,5.39,5.51,0.67,3.46,0
YDR465C,5.34,0.97,9.47,9.47,4.61,5.83,1.94,5.34,5.58,9.71,2.67,4.61,3.64,3.16,3.88,4.85,5.58,6.31,1.21,5.83,0
YPL045W,4.76,1.88,6.64,6.64,4.51,3.76,1.5,8.27,9.27,12.28,2.13,4.76,3.01,4.64,3.76,6.52,4.51,4.76,1.38,5.01,1
YDR468C,3.57,0.89,9.82,10.27,1.79,4.91,1.79,7.14,5.36,9.82,4.02,8.04,1.34,8.48,5.36,3.12,5.36,7.14,0.45,1.34,1
YGR252W,5.01,0.68,5.47,10.02,4.33,5.47,2.05,7.06,9.57,7.06,3.42,6.15,4.56,3.64,5.01,3.42,5.47,5.92,0.68,5.01,0
YDR472W,6.01,1.41,4.24,5.65,6.01,6.01,2.12,6.01,3.89,9.54,2.47,4.59,3.89,6.01,6.01,13.07,5.65,3.53,0.35,3.53,1
YDR485C,4.4,0.38,7.8,10.94,2.89,3.52,1.38,5.53,9.81,6.92,1.38,6.54,5.28,6.04,5.03,9.43,6.67,3.9,0.63,1.51,0
YDR486C,7.42,0,8.73,6.55,1.75,3.06,0.44,5.24,6.55,13.1,4.37,11.79,2.62,12.23,2.18,7.86,3.93,0.44,0.44,1.31,0
YML041C,2.5,2.5,5.36,5,2.86,4.29,2.14,5.71,8.93,9.64,1.43,7.14,3.93,2.86,7.5,12.14,6.79,4.64,0.36,4.29,0
YDL002C,2.96,0.99,6.9,12.81,0.99,3.94,0.49,3.45,11.82,11.33,2.46,6.9,3.94,3.45,8.37,7.39,2.96,4.43,0.49,3.94,0
YDR205W,6.08,0.97,3.87,3.18,6.49,4.42,4.7,8.43,4.7,15.06,1.66,5.11,3.73,2.21,2.35,10.77,7.04,5.66,0.83,2.76,0
YDL020C,4.71,1.13,7.53,7.34,3.95,2.82,3.39,5.65,6.4,6.59,1.32,9.6,4.14,4.14,3.95,12.24,7.72,3.58,0.38,3.39,0
YDR206W,5.54,0.68,4.41,4.19,5.77,4.3,1.47,6,7.24,9.62,3.62,8.26,4.41,5.88,2.94,12.1,4.52,4.19,1.24,3.62,0
YHL007C,5.75,0.75,5.86,6.07,1.81,4.79,2.24,5.22,8.52,6.6,2.45,7.67,7.14,3.19,3.19,12.78,8.31,5.22,0.53,1.92,0
YPR051W,5.68,2.27,4.55,8.52,3.41,5.68,2.27,9.09,6.25,9.66,5.11,4.55,3.98,1.7,6.82,4.55,4.55,4.55,0.57,6.25,0
YMR272C,5.73,1.82,6.25,5.99,7.55,5.21,5.47,3.12,7.03,11.98,2.34,3.39,4.69,1.82,2.6,4.69,5.47,6.25,2.34,6.25,0
YMR290C,6.73,0.99,4.75,6.53,4.75,6.14,1.58,6.73,8.91,10.5,1.78,4.55,5.15,4.36,5.54,5.74,6.93,5.35,0.2,2.77,1
YMR292W,5.8,0,2.17,1.45,16.67,11.59,0.72,12.32,3.62,15.22,1.45,1.45,4.35,2.17,4.35,3.62,4.35,6.52,1.45,0.72,0
YHR179W,9,0,5.25,7.75,4.25,8.5,2,5.75,6.5,7.25,1.25,6.25,6,3.25,5.5,4.5,4,6,2,5,0
YML072C,5.37,0.52,6.8,6.08,3.88,6.47,1.88,6.6,9.9,7.9,1.55,6.08,5.11,3.37,2.65,9.71,5.76,6.6,1.1,2.65,0
YMR215W,6.68,1.15,7.44,3.82,4.39,6.68,0.57,5.73,5.34,8.02,0.95,8.4,3.44,2.29,2.1,14.69,6.87,5.34,0.38,5.73,0
YMR216C,4.45,1.35,7.41,6.47,3.37,5.66,3.23,6.47,6.87,7.55,2.29,8.36,4.18,2.7,4.72,12.4,4.58,4.18,1.21,2.56,0
YMR218C,3.27,1.54,5.54,8.26,6.53,3.9,1.45,8.08,8.35,11.62,1.72,5.99,2.81,4.08,3.99,7.35,4.17,6.53,1.09,3.72,1
YMR006C,8.07,1.42,6.23,3.54,4.11,7.51,0.57,5.24,3.4,9.07,1.98,8.64,3.82,1.98,2.55,13.74,9.07,4.25,1.56,3.26,0
YMR012W,5.56,0.31,5.25,8.69,4.78,3.99,2.43,5.79,9.32,9.87,1.57,6.19,4.07,3.68,3.13,9.08,5.25,6.58,0.55,3.92,0
YMR200W,3.91,1.17,4.69,5.08,3.91,7.03,1.17,4.3,4.3,10.16,2.34,5.86,6.64,3.91,3.91,10.55,8.2,3.91,1.56,7.42,1
YML029W,3.94,0.95,5.97,7.76,5.25,3.46,2.27,8.35,4.89,10.62,1.31,7.28,5.49,4.42,4.42,8.11,5.25,5.01,1.19,4.06,0
YML019W,5.12,2.11,3.31,3.01,8.13,4.22,1.51,9.34,6.02,9.64,3.01,5.12,4.82,4.22,1.81,8.43,4.52,8.73,1.51,5.42,0
YML111W,3.04,1.52,6.3,6.2,4.02,3.48,2.93,6.52,8.15,9.89,1.74,8.15,4.89,4.13,4.78,10.22,6.96,4.24,0.43,2.39,0
YDR152W,4.53,1.13,7.92,16.6,3.02,4.15,1.89,4.91,9.43,10.19,2.64,3.4,2.64,6.04,3.4,4.53,4.15,4.91,0.75,3.77,0
YDR165W,4.73,1.58,7.43,5.86,5.86,4.05,2.93,9.01,9.46,7.88,0.68,6.98,3.6,3.83,2.7,10.36,3.83,5.18,1.13,2.93,0
YDR246W,4.11,0.91,5.02,4.11,5.02,5.02,0.91,6.85,7.31,8.68,3.65,9.13,4.57,5.94,3.65,8.22,8.22,4.11,0.46,4.11,1
YDR247W,2.39,2.6,6.29,5.86,4.12,4.77,3.25,6.51,8.46,9.54,2.39,6.72,3.69,1.95,2.82,12.15,5.42,6.07,0.43,4.56,0
YMR153W,6.11,0.21,5.05,5.47,4.84,5.26,1.05,5.68,9.68,7.58,0.84,9.47,5.68,4.21,4,13.26,5.47,3.37,1.47,1.26,0
YDR098C,5.2,1.2,6.4,12.4,6,4.8,2.4,6.8,5.2,8.8,1.6,6,4.4,4.8,2.4,9.2,4.4,5.2,0.8,2,0
YDR101C,5.9,1.52,5.23,5.73,2.02,6.41,2.53,6.41,6.75,11.47,1.52,3.88,4.55,4.55,3.88,8.6,8.77,6.75,1.01,2.53,0
YDR104C,3.86,1.45,5.62,6.91,4.18,3.94,2.73,7.31,8.03,9,1.53,5.46,4.02,3.69,7.23,9,6.02,4.26,1.53,4.26,0
YDR130C,2.06,0.69,4.81,7.22,3.09,4.12,1.72,7.22,11,9.97,2.75,8.59,5.5,5.15,6.53,9.62,6.19,3.44,0,0.34,1
YDR141C,3.42,1.12,5.54,7.36,4.65,3.77,1.53,7.66,6.77,15.43,1.59,5.54,3.24,2.65,4.18,9.66,5.36,5.54,1.41,3.59,1
YDR190C,7.78,0.65,4.75,9.29,1.51,7.78,1.3,7.34,7.34,10.37,1.73,3.46,4.1,2.59,5.18,5.4,7.13,9.72,0,2.59,1
YDR200C,3.97,0.5,5.63,6.95,2.98,5.3,2.48,5.96,7.78,9.11,1.99,8.94,5.13,5.79,4.64,9.44,6.62,5.79,0,0.99,0
YDR201W,4.24,0.61,9.09,12.12,0.61,3.03,0,1.82,10.3,15.15,4.85,4.24,2.42,4.85,5.45,7.27,5.45,6.67,0,1.82,1
YKL139W,2.65,1.14,4.36,5.3,3.22,5.49,2.08,4.92,8.71,8.71,2.27,10.8,4.73,4.55,5.3,9.66,6.06,4.36,0.76,4.92,1
YDR174W,8.13,0,6.91,9.35,2.44,2.85,2.03,4.88,13.82,7.72,0.41,4.47,6.91,3.25,3.25,10.16,5.28,4.88,0.81,2.44,0
YDR180W,4.09,1.34,6.36,6.23,4.76,2.68,2.14,8.37,8.31,14.13,1.81,6.83,2.61,2.95,3.62,8.71,5.69,5.49,0.47,3.42,1
YMR241W,7.32,0.96,1.59,5.1,4.46,11.46,0.96,6.05,7.96,7.64,2.87,5.73,3.5,2.87,4.46,6.69,7.64,7.96,2.23,2.55,0
YDR416W,5.24,1.63,5.24,9.9,4.31,3.26,1.63,7.68,6.75,10.94,1.98,4.54,3.14,3.61,5.01,8.85,4.77,4.42,2.21,4.89,1
YDR419W,5.06,2.69,6.96,6.17,4.43,5.22,1.9,6.65,10.6,9.81,1.58,4.27,3.16,3.64,3.8,9.34,5.06,5.38,1.27,3.01,0
YDR425W,4.16,0.64,3.68,6.88,3.84,2.24,3.52,10.08,7.36,10.72,1.76,8.48,4.64,3.84,2.4,14.08,5.92,2.08,0.96,2.72,0
YDR427W,3.56,0.25,8.91,5.85,5.85,2.8,2.04,7.12,8.91,14.5,2.04,4.83,2.29,4.58,3.56,8.91,4.83,4.33,1.27,3.56,1
YDR429C,8.03,1.46,4.01,12.04,2.19,7.3,1.09,4.38,8.39,6.93,2.19,4.01,4.74,2.92,7.3,8.39,4.01,7.3,1.09,2.19,1
YDR434W,4.68,0.75,6.18,6.37,5.24,4.12,2.43,6.18,4.68,12.36,2.06,6.55,4.68,4.49,2.06,8.05,5.62,7.49,1.87,4.12,1
YDR440W,3.44,1.72,6.19,5.5,3.78,4.81,1.72,6.53,9.62,9.11,1.72,7.04,4.64,3.78,4.98,9.97,5.67,5.15,0.34,4.3,0
YDR446W,5.3,0.66,5.3,9.6,2.32,2.65,0.99,7.62,13.25,7.95,0.66,6.29,6.29,5.3,2.32,10.93,5.96,2.98,0.33,3.31,0
YDR452W,3.86,0.74,7.27,8.31,5.19,4.9,1.93,6.38,10.09,7.57,2.82,5.79,4.75,2.37,4.9,6.68,4.45,6.38,1.63,4.01,0
YDR453C,8.67,1.02,6.12,6.12,5.61,7.14,1.02,6.12,9.18,9.18,0.51,5.1,5.61,2.55,3.06,5.1,4.59,9.18,1.53,2.55,0
YDR395W,5.51,1.17,5.93,8.69,6.25,2.65,1.48,9.22,5.51,12.61,2.44,5.72,4.03,4.45,2.86,7.52,4.13,5.72,0.95,3.18,1
YDR398W,5.44,1.09,7.15,8.4,2.64,5.29,2.02,5.6,6.38,10.73,1.24,6.07,2.64,4.04,3.73,9.49,6.38,7.31,1.56,2.8,1
YDR399W,7.24,0.9,7.24,8.14,4.07,4.98,2.26,8.6,9.05,7.24,1.81,4.52,4.52,4.52,3.62,4.52,4.98,6.79,1.36,3.62,0
YDR400W,7.65,2.06,7.06,5.29,5.29,7.06,2.35,8.82,6.18,8.53,2.35,6.18,6.47,1.76,2.94,5.29,5,4.12,1.47,4.12,0
YDR409W,3.21,1.11,6.19,4.76,2.43,3.54,2.1,5.86,5.42,8.08,1.77,11.06,8.41,3.98,4.98,11.73,7.63,4.87,0.66,2.21,0
YML102W,7.69,2.14,6.41,4.91,3.21,7.48,2.35,5.34,5.34,8.55,1.5,5.13,5.13,3.42,4.49,8.76,4.49,8.97,1.71,2.99,0
YMR128W,4.58,0.79,6.39,10.1,4.42,5.45,1.97,6.39,9.71,7.73,2.6,4.74,5.05,3.71,5.45,6.87,5.21,5.6,0.47,2.76,1
YML005W,3.68,1.3,5.19,5.84,5.63,4.98,3.46,7.79,6.93,11.47,1.08,8.01,4.76,3.03,4.33,7.36,4.98,6.49,1.52,2.16,0
YMR076C,5.17,0.63,7.2,6.97,5.09,2.66,1.96,8.61,9.01,11.98,1.02,5.95,3.6,3.45,3.76,7.6,5.95,4.78,0.7,3.92,1
YMR077C,3.62,0,6.33,12.22,2.71,2.71,1.81,4.98,10.41,12.22,3.17,8.14,2.71,5.88,4.52,7.24,4.98,4.52,0,1.81,0
YDR045C,2.73,7.27,7.27,6.36,4.55,8.18,0.91,4.55,5.45,6.36,2.73,5.45,5.45,3.64,4.55,6.36,6.36,4.55,1.82,5.45,1
YMR192W,4.86,0.83,6.39,9.72,3.47,3.47,1.94,5.83,8.75,11.53,2.92,6.39,5.28,3.47,4.03,8.47,4.44,4.86,0.42,2.92,0
YMR197C,7.37,0,8.76,5.53,3.23,2.76,0.92,6.91,7.37,13.36,2.3,4.15,1.38,7.83,6.45,10.14,5.53,3.69,0.46,1.84,1
YDL125C,10.13,1.27,6.96,6.33,3.8,4.43,5.06,8.86,10.76,11.39,2.53,1.9,6.33,2.53,1.27,4.43,5.7,2.53,0.63,3.16,0
YDR496C,5.34,0.76,5.79,10.52,3.05,4.42,2.59,7.01,10.82,11.28,1.07,4.27,2.29,3.96,4.73,8.38,4.88,5.18,0.91,2.74,0
YDR503C,2.92,3.65,5.84,2.92,5.47,4.38,2.55,8.39,5.47,12.41,3.65,3.65,4.01,1.82,5.11,8.76,4.74,8.03,2.55,3.65,0
YDR516C,5.4,1.8,5.2,7.8,3.8,7.6,2.6,6.4,5.6,12,2,4.2,3.6,2.8,5.6,7.2,6.8,5.6,0.4,3.6,0
